provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
50145,Community Hospital Monterey Peninsula,Monterey,CA,141,31.7938,23.8099,42.4548,63.8333,52.1438,78.1432,5.9442,4.9328,6.9556,16.2412,10.7909,24.4443,0.8762,0.3196,1.4329,,,,,,,52.9133,42.1271,66.461,8.9903,7.1604,10.8201,,,,33.5469,24.7883,45.4002
50146,City of Hope National Medical Center,Duarte,CA,99,35.3287,25.8061,48.3651,65.4126,51.5684,82.9734,6.075,4.8681,7.282,19.0441,12.2839,29.5245,1.3115,0.6472,1.9758,,,,,,,50.2038,37.829,66.6267,6.1496,3.966,8.3333,,,,60.765,47.0695,78.4453
50150,Sierra Nevada Memorial Hospital,Grass Valley,CA,87,26.1288,17.202,39.688,57.5825,43.8741,75.574,3.7395,2.4521,5.0268,,,,,,,,,,,,,54.5079,41.0726,72.3381,9.5878,7.2587,11.9169,,,,30.3895,20.0077,46.1584
50153,O'Connor Hospital,San Jose,CA,83,29.8315,19.9927,44.5123,62.5165,47.6344,82.0482,5.8278,4.5099,7.1458,26.3121,17.1532,40.3614,1.8242,1.0988,2.5496,14.7867,8.1866,26.7078,,,,53.2249,39.7359,71.2931,8.5805,6.1961,10.9649,,,,53.4033,39.4602,72.273
50168,St. Jude Medical Center,Fullerton,CA,94,20.942,13.3562,32.8364,65.4687,50.9338,84.1515,5.5861,4.3475,6.8246,42.3246,30.9165,57.9424,2.3515,1.6698,3.0332,12.5395,6.942,22.6503,,,,65.8424,51.4289,84.2954,8.31,6.0692,10.5508,,,,67.29,52.555,86.1562
50174,Santa Rosa Memorial Hospital,Santa Rosa,CA,127,40.6378,30.8771,53.484,68.1224,55.2046,84.063,5.181,4.1152,6.2468,27.1456,19.3917,38.0001,0.9326,0.346,1.5192,,,,,,,46.1643,35.7626,59.5913,7.4199,5.4917,9.3481,,,,50.296,39.2042,64.526
50180,John Muir Medical Center,Walnut Creek,CA,149,38.2891,29.3176,50.0061,69.4592,57.3052,84.1911,7.3789,6.3948,8.363,29.7409,21.9727,40.2553,2.1984,1.6568,2.7401,12.0188,7.2425,19.9449,,,,50.0235,39.9449,62.6451,7.3554,5.5749,9.1358,7.8459,4.4538,13.8215,72.673,59.6624,88.5209
50222,Sharp Chula Vista Medical Center,Chula Vista,CA,86,43.5251,31.528,60.0872,70.7813,54.9505,91.1728,6.5952,5.3002,7.8901,41.1018,29.5021,57.2624,2.756,2.0432,3.4688,16.5611,9.8033,27.9773,,,,48.5514,35.8755,65.706,6.8371,4.4942,9.18,12.7517,7.0587,23.036,31.1129,21.3329,45.3765
50224,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,202,34.2688,26.9656,43.5499,68.119,57.6084,80.5472,6.1983,5.3531,7.0436,27.1533,20.739,35.5513,1.5271,1.0618,1.9923,17.1979,12.1555,24.3321,10.6783,7.0911,16.0799,54.0126,44.8738,65.0126,7.1164,5.5871,8.6456,10.2478,6.6787,15.7243,62.8839,52.6062,75.1695
50235,Providence St. Joseph Center,Burbank,CA,122,56.7876,44.6006,72.3047,82.3648,67.5594,100.4149,8.7773,7.6898,9.8648,52.1213,40.5382,67.014,3.0434,2.4448,3.6419,21.791,14.5964,32.5319,18.6953,12.2983,28.4196,30.5071,22.1952,41.9318,3.6229,1.6554,5.5904,9.8177,5.573,17.2956,62.1455,49.6185,77.8351
50238,Methodist Hospital of Southern California,Arcadia,CA,96,38.3678,27.5407,53.4514,79.5331,63.3181,99.9005,8.1295,6.9037,9.3554,43.5894,31.9627,59.4454,4.2985,3.6238,4.9732,20.8651,13.1377,33.1374,,,,47.49,35.5655,63.4126,5.2924,3.0746,7.5102,,,,60.7663,47.0679,78.4515
50239,Glendale Adventist Medical Center,Glendale,CA,97,45.2673,33.197,61.7263,67.6184,52.7121,86.7402,7.2834,6.064,8.5028,47.2977,34.9438,64.0192,3.149,2.4778,3.8202,27.2107,18.0713,40.9724,,,,28.661,19.9149,41.2482,4.6019,2.3958,6.808,,,,52.3481,39.9829,68.5373
50242,Dominican Hospital,Santa Cruz,CA,103,32.7932,23.3093,46.1359,57.7778,44.8564,74.4213,5.1203,3.937,6.3036,19.9651,12.8782,30.9517,1.1271,0.4758,1.7784,,,,,,,48.8297,37.1053,64.2587,8.163,6.0222,10.3038,,,,50.4403,38.1148,66.7517
50243,Desert Regional Medical Center,Palm Springs,CA,84,27.2252,18.0888,40.9762,65.6757,50.4175,85.5515,6.2262,4.916,7.5365,34.7238,24.1247,49.9797,1.726,1.0049,2.4472,,,,,,,58.0448,43.8636,76.8107,8.7658,6.3953,11.1362,15.2838,8.8708,26.3329,33.1175,22.8625,47.9724
50262,UCLA Medical Center,Los Angeles,CA,143,38.831,29.946,50.3523,63.4196,51.6352,77.8936,6.5637,5.5594,7.568,41.2134,31.9228,53.2078,2.7541,2.2014,3.3069,10.8837,6.6649,17.7729,,,,48.3633,38.1936,61.2408,6.143,4.326,7.9601,8.4139,4.7768,14.8205,60.1049,48.7018,74.1779
50280,Mercy Medical Center Redding,Redding,CA,126,38.3528,29.0625,50.6129,66.4495,53.85,81.9971,5.1724,4.1025,6.2422,29.3799,21.3733,40.3859,1.5504,0.9616,2.1393,9.7507,5.5357,17.175,,,,47.8647,37.1601,61.653,7.3354,5.3998,9.271,10.623,6.2892,17.943,34.8839,25.6817,47.3833
50289,Seton Medical Center,Daly City,CA,94,41.8012,30.4084,57.4625,60.4873,46.5432,78.6091,5.6168,4.378,6.8556,29.2018,20.0205,42.5937,1.8381,1.1562,2.5199,,,,,,,30.7167,21.3428,44.2076,6.1101,3.8688,8.3513,,,,48.9176,36.6318,65.3239
50290,St. John's Health Center,Santa Monica,CA,170,35.8254,27.6901,46.3507,64.7089,53.6262,78.0819,6.2869,5.3656,7.2082,30.4826,23.0324,40.3427,1.7271,1.22,2.2342,12.8535,8.1953,20.1596,,,,48.5386,39.1877,60.1206,6.4987,4.8319,8.1655,6.4595,3.5761,11.6679,62.4838,51.3991,75.959
50305,Alta Bates Summit Medical Center-Berkeley,Berkeley,CA,87,28.8441,19.6362,42.3697,62.6456,48.3177,81.2221,5.937,4.6497,7.2243,27.3615,18.3363,40.8289,1.2337,0.5251,1.9422,,,,12.4497,6.8915,22.4905,51.762,38.6436,69.3338,6.0678,3.7388,8.3969,,,,86.6161,68.0365,110.2696
50308,El Camino Hospital,Mountain View,CA,103,35.7065,25.7518,49.5093,60.2461,47.0594,77.1278,5.8487,4.6655,7.0319,25.3423,17.121,37.5113,1.4333,0.782,2.0845,,,,,,,51.3965,39.3596,67.1144,7.9719,5.8312,10.1125,,,,38.0055,27.2839,52.9404
50309,Sutter Roseville Medical Center,Roseville,CA,121,46.2466,35.4977,60.2502,67.7263,54.5386,84.1029,4.986,3.8942,6.0778,32.4507,23.7034,44.4259,1.5366,0.9356,2.1375,,,,11.321,6.7007,19.1269,32.6747,23.9649,44.55,6.0423,4.067,8.0177,,,,45.4538,34.8054,59.3599
50324,Scripps Memorial Hospital-La Jolla,La Jolla,CA,102,19.695,12.7051,30.5307,56.9537,44.218,73.3576,4.7328,3.5439,5.9217,27.9027,19.2628,40.4179,1.8593,1.2049,2.5137,,,,13.3108,7.8803,22.4835,69.752,55.3599,87.8856,10.7175,8.5665,12.8684,11.3718,6.4564,20.0295,50.148,37.4376,67.1738
50327,Loma Linda University Medical Center,Loma Linda,CA,109,24.1318,16.5464,35.1946,57.2544,44.7221,73.2987,5.2673,4.117,6.4175,37.8247,27.9461,51.1954,2.1927,1.5596,2.8258,13.1472,7.9225,21.8173,,,,61.6982,48.5537,78.4012,9.8283,7.7472,11.9094,10.1101,5.597,18.2621,50.7549,39.0519,65.9651
50334,Salinas Valley Memorial Healthcare System,Salinas,CA,105,32.9451,23.5345,46.1187,63.6612,50.0075,81.0428,5.9347,4.7626,7.1069,38.415,28.1688,52.388,2.1084,1.4632,2.7536,,,,,,,44.2657,33.2535,58.9248,5.334,3.2133,7.4547,,,,53.7259,41.4309,69.6696
50336,Lodi Memorial Hospital,Lodi,CA,81,39.4722,27.7534,56.1392,68.8189,52.9548,89.4355,5.9034,4.5691,7.2377,18.7952,11.3288,31.1824,0.3391,-0.3953,1.0735,,,,,,,18.1261,10.9266,30.0693,3.1806,0.7666,5.5947,,,,40.4596,28.4487,57.5415
50351,Torrance Memorial Medical Center,Torrance,CA,119,28.143,20.0047,39.5922,60.9455,48.5234,76.5478,5.0839,3.9831,6.1847,39.1237,29.2984,52.2441,2.2342,1.6283,2.8401,10.7027,6.0763,18.8517,,,,55.394,43.5937,70.3886,10.1373,8.1457,12.1289,,,,43.787,32.9928,58.1128
50353,Providence-Little Company of Mary,Torrance,CA,108,31.316,22.2592,44.0576,70.6131,56.3889,88.4254,5.8325,4.6769,6.9881,40.8607,30.2959,55.1097,2.3293,1.6932,2.9653,,,,,,,59.5821,46.7169,75.9901,9.1127,7.0219,11.2034,10.1316,5.6087,18.3015,48.7557,37.0464,64.1661
50380,Good Samaritan Hospital,San Jose,CA,81,34.2701,23.4991,49.9783,66.9183,51.495,86.9609,5.8288,4.4948,7.1628,26.7307,17.4263,41.0031,1.3116,0.5773,2.0459,,,,,,,49.5876,36.5093,67.3507,6.7203,4.3068,9.1339,,,,52.9886,38.5522,72.831
50394,Community Memorial Hospital,Ventura,CA,91,33.2595,23.2502,47.5778,72.7666,57.3661,92.3016,5.9206,4.6617,7.1794,20.9011,13.3293,32.7741,0.8206,0.1277,1.5134,,,,,,,58.5884,44.866,76.5078,8.9754,6.6978,11.2529,12.5533,7.1261,22.1139,54.7414,40.9949,73.0975
50396,Santa Barbara Cottage Hospital,Santa Barbara,CA,118,24.5344,16.9377,35.5384,59.2083,46.8386,74.8449,4.2157,3.1102,5.3212,21.9125,14.804,32.4344,0.8173,0.2088,1.4258,10.1976,5.6458,18.4191,13.1405,7.9182,21.8072,56.736,44.7281,71.9676,8.9592,6.9591,10.9593,9.2177,5.1032,16.6496,49.3096,37.9405,64.0853
50438,Huntington Memorial Hospital,Pasadena,CA,128,35.3459,26.3848,47.3504,59.4715,47.4918,74.4729,5.6387,4.5772,6.7003,32.3583,23.8197,43.9578,2.0508,1.4665,2.6351,14.4789,9.1177,22.9923,,,,51.5618,40.5037,65.6388,8.9088,6.9883,10.8294,,,,49.3859,38.5711,63.233
50441,Stanford Hospital and Clinics,Stanford,CA,163,31.9416,24.4589,41.7133,60.6053,49.9094,73.5934,4.9784,4.0377,5.9191,32.1545,24.5594,42.0984,1.34,0.8222,1.8578,,,,,,,52.8712,42.7936,65.322,9.0228,7.3208,10.7247,7.1686,4.0699,12.6267,46.3469,36.7216,58.4951
50444,Mercy Medical Center Merced,Merced,CA,82,39.1334,27.5147,55.6583,69.9632,53.9591,90.7142,4.9638,3.6376,6.29,14.7532,8.3769,25.9831,0.5075,-0.2225,1.2375,,,,,,,37.7627,26.5537,53.7033,5.9532,3.5538,8.3526,,,,38.9492,27.5385,55.0882
50454,UCSF Medical Center,San Francisco,CA,153,36.238,27.7497,47.3229,61.2763,50.056,75.0116,6.1003,5.1294,7.0712,26.4188,19.2989,36.1653,1.1567,0.6223,1.6911,9.1228,5.2958,15.7157,,,,45.3033,35.8973,57.1739,7.51,5.7534,9.2666,,,,62.5638,50.9334,76.85
50464,Doctors Medical Center,Modesto,CA,109,39.1891,28.9554,53.0397,70.4597,56.3487,88.1045,5.8031,4.6528,6.9534,26.0122,17.9564,37.6822,1.2212,0.5881,1.8543,,,,,,,44.5079,33.6342,58.897,7.067,4.9859,9.1482,,,,38.3588,28.239,52.1052
50471,Good Samaritan Hospital,Los Angeles,CA,86,41.9715,30.2675,58.2014,70.1484,54.4587,90.3584,8.0036,6.7085,9.2986,41.5273,29.9451,57.5894,3.0707,2.358,3.7835,19.9597,12.5672,31.7009,,,,40.9866,29.4242,57.0926,4.7667,2.4238,7.1097,13.5834,7.5193,24.538,55.2275,41.6093,73.3028
50485,Long Beach Memorial Medical Center,Long Beach,CA,123,40.9877,31.0589,54.0905,67.7631,54.6403,84.0375,6.0533,4.9705,7.1362,37.2245,27.7864,49.8684,1.8113,1.2153,2.4073,14.2408,8.8492,22.9173,,,,45.9449,35.4357,59.5708,6.7319,4.7728,8.691,9.7901,5.558,17.2447,51.9277,40.5572,66.4858
50496,John Muir Medical Center,Concord,CA,83,31.8605,21.6894,46.8012,65.5255,50.3026,85.3551,5.9761,4.658,7.2941,32.9445,22.5881,48.0493,1.7045,0.979,2.4299,,,,,,,57.3651,43.225,76.1308,8.2355,5.8509,10.6201,,,,54.9053,40.7126,74.0458
50502,St. Vincent Medical Center,Los Angeles,CA,89,48.4284,35.6505,65.7862,75.9171,59.6362,96.6426,7.4127,6.1398,8.6857,36.5838,25.7216,52.0329,1.9671,1.2665,2.6677,17.9059,10.7895,29.7161,,,,21.0297,13.4126,32.9726,2.9872,0.6842,5.2902,,,,54.7465,41.2478,72.6629
50516,Mercy San Juan Medical Center,Carmichael,CA,108,27.3791,19.1392,39.1665,69.0157,55.1125,86.4264,4.7435,3.5878,5.8992,32.9673,23.7736,45.7163,1.675,1.0389,2.3111,,,,,,,43.9771,33.0375,58.539,6.3344,4.2435,8.4252,10.0198,5.5467,18.1001,48.212,36.5327,63.6252
50549,Los Robles Hospital & Medical Center,Thousand Oaks,CA,105,27.1239,18.7248,39.2904,60.5717,47.4047,77.3959,5.5236,4.3516,6.6956,20.2096,13.1743,31.0017,1.2163,0.5713,1.8614,11.3829,6.3017,20.5612,,,,61.0387,47.8591,77.8478,8.507,6.3866,10.6273,12.9359,7.6581,21.8509,47.26,35.6083,62.7242
50570,Fountain Valley Regional Hospital,Fountain Valley,CA,100,42.4027,31.3272,57.3938,69.5507,54.8289,88.2253,7.5198,6.3187,8.7209,44.8572,33.4794,60.1017,2.9032,2.2421,3.5643,19.2253,12.2543,30.1616,,,,35.0258,25.1447,48.7898,5.3959,3.2228,7.5689,,,,59.3539,46.353,76.0011
50573,Eisenhower Medical Hospital,Rancho Mirage,CA,222,29.9269,23.506,38.1017,66.0444,56.2083,77.6018,5.3289,4.5225,6.1353,35.0226,28.0027,43.8022,1.7066,1.2628,2.1505,7.2663,4.3789,12.0577,10.9016,7.3608,16.1456,63.6633,53.9977,75.0591,8.83,7.3711,10.289,11.4597,7.7985,16.8398,51.8123,43.0051,62.4231
50599,University of California Davis Medical Center,Sacramento,CA,108,26.2523,18.2409,37.7825,52.2807,40.4147,67.6306,3.729,2.5736,4.8845,34.3644,24.8939,47.4377,1.1581,0.5222,1.7941,12.0057,6.969,20.6824,,,,53.0562,41.0134,68.6351,9.4958,7.4054,11.5863,,,,48.3738,36.555,64.0137
50601,Encino-Tarzana Regional Medical Center,Tarzana,CA,105,45.1007,33.6673,60.4168,63.1265,49.5896,80.3586,7.4519,6.28,8.6239,33.787,24.1366,47.296,2.1881,1.543,2.8331,,,,,,,40.8935,30.4286,54.9573,5.7536,3.6334,7.8739,,,,68.2632,53.9037,86.4481
50603,Saddleback Memorial Medical Center,Laguna Hills,CA,88,27.2387,17.932,41.3755,68.8336,53.2077,89.0486,6.0585,4.7782,7.3387,39.5015,27.9266,55.8738,2.0817,1.377,2.7863,17.6487,10.2432,30.4082,,,,57.5825,43.8711,75.5793,6.3692,4.0529,8.6854,12.6665,7.0114,22.8827,49.2327,36.5048,66.3984
50625,Cedars-Sinai Medical Center,Los Angeles,CA,348,51.8607,44.6829,60.1917,72.3146,63.8395,81.9149,7.899,7.2546,8.5435,40.1348,33.8902,47.53,2.4457,2.091,2.8004,18.2827,14.2137,23.5166,11.4674,8.3368,15.7735,33.7059,28.1577,40.3473,4.3648,3.1989,5.5308,8.2783,5.7128,11.9958,70.5283,62.1691,80.0115
50733,Shasta Regional Medical Center,Redding,CA,102,40.0893,29.51,54.4613,66.9615,52.7876,84.9413,6.5446,5.3553,7.7339,21.6541,14.2544,32.8951,1.3865,0.7319,2.0411,,,,,,,42.3207,31.3815,57.0732,6.5205,4.3687,8.6722,,,,36.6616,26.5569,50.6111
50739,Centinela Freeman Regional Medical Center - Centinela Camp,Inglewood,CA,100,45.7422,34.331,60.9464,74.7271,59.3702,94.0563,6.9743,5.771,8.1777,51.778,39.5004,67.8719,3.656,2.9937,4.3184,18.7532,12.5417,28.041,,,,29.9441,20.798,43.1122,4.9734,2.7962,7.1505,,,,48.1869,36.6902,63.286
60001,North Colorado Medical Center,Greeley,CO,86,,,,55.8595,42.2126,73.9183,3.9336,2.6386,5.2286,16.1338,9.5534,27.2468,0.7096,-0.0032,1.4223,,,,,,,68.8122,53.306,88.8288,11.2732,8.9303,13.6161,,,,32.7342,22.4447,47.7406
60009,Exempla Lutheran Medical Center,Wheat Ridge,CO,95,13.908,8.0748,23.9552,60.839,47.0293,78.7039,3.7358,2.5037,4.9678,33.4761,23.5372,47.6117,1.409,0.7309,2.0871,,,,,,,81.1235,64.9685,101.2956,11.0053,8.7762,13.2343,17.5547,10.9082,28.2509,65.2396,50.5363,84.2206
60010,Poudre Valley Hospital,Fort Collins,CO,101,20.6859,13.4855,31.7308,59.3259,46.1549,76.2555,4.36,3.1652,5.5549,25.9591,17.6716,38.1334,1.2643,0.6066,1.922,,,,11.8124,6.7051,20.8099,68.5713,54.1522,86.8299,11.261,9.0992,13.4227,10.6428,5.8921,19.224,53.5588,40.8046,70.2995
60020,Parkview Medical Center,Pueblo,CO,80,32.438,21.9153,48.0134,66.2273,50.5912,86.696,4.6095,3.267,5.9519,15.4005,8.7449,27.1218,0.2427,-0.4962,0.9816,,,,,,,48.8703,35.8437,66.6313,9.8185,7.3897,12.2473,,,,41.519,29.3565,58.7204
60022,Memorial Health System,Colorado Springs,CO,136,24.2498,17.2368,34.1162,59.3582,47.7368,73.8088,4.318,3.2881,5.3478,19.16,13.0429,28.146,0.5696,0.0028,1.1365,9.5801,5.5606,16.5053,8.1077,4.6017,14.2848,70.0339,57.3279,85.5561,11.9425,10.0793,13.8058,13.8771,8.8476,21.7656,47.899,37.4827,61.2099
60031,Penrose-St. Francis Health Services,Colorado Springs,CO,137,16.6831,11.0846,25.1092,56.6098,45.3379,70.6842,3.9599,2.9337,4.986,13.2133,8.3235,20.9757,0.3401,-0.2247,0.9049,,,,9.4943,5.6195,16.0406,74.9024,61.7377,90.8743,12.728,10.8715,14.5846,12.236,7.6033,19.6914,47.6787,37.3104,60.9283
60034,Swedish Medical Center,Englewood,CO,85,19.6196,12.0183,32.0287,64.1895,49.2776,83.614,4.6473,3.3449,5.9497,18.4489,11.1207,30.6062,0.6207,-0.0962,1.3375,,,,,,,67.4157,52.2268,87.0221,10.9411,8.5848,13.2974,13.8332,7.8534,24.3662,54.6124,40.3536,73.9094
60100,Medical Center of Aurora,Aurora,CO,81,18.9683,11.4333,31.4691,60.7615,45.9167,80.4057,4.1233,2.7889,5.4577,13.8582,7.6732,25.0285,0.8586,0.1242,1.5931,,,,,,,68.3699,52.6068,88.8563,10.944,8.5298,13.3581,,,,51.0598,37.4449,69.625
70001,Hospital of St. Raphael,New Haven,CT,250,30.8529,24.5969,38.7002,63.2307,54.0916,73.9138,5.7169,4.9567,6.477,22.4833,17.2562,29.2937,0.9942,0.5759,1.4126,9.074,5.9133,13.9243,8.5966,5.5424,13.3339,54.4484,46.0435,64.3875,7.9543,6.5791,9.3295,7.1626,4.5105,11.3741,56.4646,47.7133,66.821
70002,St. Francis Hospital and Medical Center,Hartford,CT,260,31.8089,25.6763,39.4063,59.8207,51.1489,69.9627,5.4132,4.6677,6.1586,11.3974,7.9669,16.305,0.2736,-0.1367,0.6838,10.0133,6.8134,14.7159,,,,44.3569,36.9107,53.3052,6.6899,5.3413,8.0385,8.5069,5.5983,12.9267,60.0119,51.2254,70.3055
70005,Waterbury Hospital,Waterbury,CT,138,38.9736,29.6912,51.158,71.0851,58.2496,86.749,6.8376,5.8152,7.8601,19.3765,13.1901,28.4644,0.7511,0.1883,1.3138,,,,,,,41.5722,32.1347,53.7812,5.0181,3.1683,6.868,13.0205,8.1995,20.6759,50.9893,40.3305,64.4651
70006,Stamford Health System,Stamford,CT,113,36.0392,26.4324,49.1375,61.4994,48.733,77.6103,6.2977,5.1682,7.4272,21.7776,14.5951,32.4947,0.8479,0.2262,1.4696,,,,,,,53.9975,42.0955,69.2646,7.969,5.9255,10.0126,,,,63.8097,50.1242,81.2318
70007,Lawrence & Memorial Hospital,New London,CT,130,33.0273,24.4011,44.7031,62.9089,50.5897,78.2281,4.271,3.2173,5.3246,13.1772,8.1899,21.2016,0.3315,-0.2484,0.9114,9.7981,5.5617,17.2615,,,,39.046,29.6697,51.3856,6.7269,4.8207,8.6331,,,,60.6197,48.6082,75.5992
70010,Bridgeport Hospital,Bridgeport,CT,119,42.8041,32.3433,56.6484,68.2211,54.7891,84.9461,6.5123,5.4113,7.6133,36.1163,26.5859,49.0633,1.8624,1.2564,2.4684,12.7389,7.5414,21.5183,,,,55.3292,43.5405,70.3097,6.0201,4.0281,8.012,12.035,7.1246,20.3297,74.9828,60.6814,92.6546
70011,The Charlotte Hungerford Hospital,Torrington,CT,101,29.2098,20.2947,42.0412,67.3515,53.1888,85.2855,5.7291,4.5341,6.9241,13.0671,7.5863,22.5078,0.6602,0.0025,1.3179,,,,12.3504,7.0098,21.7598,50.9858,38.8462,66.9191,4.744,2.582,6.9059,15.2042,9.31,24.8299,73.6225,58.2328,93.0793
70016,St. Mary's Hospital,Waterbury,CT,107,34.7891,24.9717,48.4661,67.7097,53.6487,85.4559,5.613,4.4518,6.7743,23.2743,15.5956,34.7336,0.8168,0.1776,1.4559,,,,,,,48.0575,36.7079,62.9162,6.0891,3.9882,8.19,11.0921,6.2958,19.5423,38.7623,28.4263,52.8566
70017,MidState Medical Center,Meriden,CT,111,30.7693,21.9813,43.0708,62.7923,49.8355,79.1177,6.7956,5.6557,7.9355,28.2715,19.8778,40.2095,1.418,0.7906,2.0454,,,,,,,46.8366,35.6855,61.4723,7.4331,5.3708,9.4954,,,,68.4467,53.9555,86.83
70018,Greenwich Hospital,Greenwich,CT,127,46.3843,35.8512,60.0119,66.3079,53.6693,81.9227,6.9945,5.9287,8.0602,20.0752,13.5624,29.7155,0.8488,0.2622,1.4354,,,,10.1074,5.7375,17.8056,21.8895,15.1124,31.7057,3.6589,1.7308,5.587,,,,54.6864,42.7121,70.0178
70020,Middlesex Hospital,Middletown,CT,160,19.0652,13.3276,27.2729,60.3781,49.4754,73.6832,4.526,3.5763,5.4757,29.1298,21.8127,38.9014,0.911,0.3883,1.4338,8.084,4.5892,14.2402,,,,64.3218,53.065,77.9665,7.8396,6.1214,9.5578,15.8868,10.8103,23.3472,58.2217,47.3417,71.6022
70022,Yale-New Haven Hospital,New Haven,CT,220,24.6211,18.8061,32.2341,65.343,55.4255,77.035,5.7295,4.9195,6.5394,17.2775,12.5156,23.8513,0.7651,0.3192,1.2109,13.152,9.0762,19.058,,,,65.6188,55.7834,77.1884,10.0058,8.5404,11.4713,7.4636,4.5708,12.1873,53.8566,44.9529,64.5237
70024,William W. Backus Hospital,Norwich,CT,123,40.8246,30.7559,54.1895,69.0803,55.5524,85.9025,6.3728,5.2896,7.456,14.108,8.7683,22.6994,0.4888,-0.1073,1.085,14.639,9.0949,23.5629,13.8221,8.5847,22.2546,33.6231,24.8441,45.5042,4.7264,2.7667,6.6861,,,,46.2783,36.1413,59.2586
70025,Hartford Hospital,Hartford,CT,312,43.9854,37.2163,51.9858,67.9085,59.4584,77.5595,6.3422,5.662,7.0225,18.0265,13.8698,23.429,0.7629,0.3885,1.1373,9.0546,6.2069,13.2086,4.0928,2.3755,7.0516,44.6138,37.798,52.6587,5.8343,4.6036,7.065,9.4281,6.5892,13.4902,54.6519,46.703,63.9537
70027,Manchester Memorial Hospital,Manchester,CT,98,21.097,13.6089,32.7053,69.8234,55.1415,88.4145,6.0945,4.8815,7.3076,15.7904,9.518,26.1963,0.707,0.0393,1.3747,,,,,,,57.0104,43.9694,73.9191,5.3232,3.1285,7.5179,19.7547,12.7386,30.6352,69.6869,54.5328,89.0523
70028,St. Vincent's Medical Center,Bridgeport,CT,171,41.1755,32.5104,52.1501,71.781,60.0986,85.7345,7.0639,6.1451,7.9828,16.5887,11.4507,24.032,0.7259,0.2201,1.2316,13.5448,8.9129,20.5838,8.8321,5.2271,14.9233,44.8749,35.8854,56.1162,5.3851,3.7227,7.0475,12.9284,8.5074,19.647,69.636,58.0744,83.4994
70029,Bristol Hospital,Bristol,CT,92,48.5623,36.1269,65.2782,77.4919,61.2969,97.9656,6.8686,5.6163,8.1208,18.5386,11.5217,29.829,0.4257,-0.2636,1.115,,,,13.8849,7.8785,24.4705,33.809,23.7729,48.0818,4.4298,2.1642,6.6955,,,,41.9507,30.7638,57.2057
